City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Boke,GN,10.94,-14.30,74.79,80,74,4.5,broken clouds
339,Rio Brilhante,BR,-21.80,-54.55,82.92,43,89,10.36,overcast clouds
340,Sokoto,NG,13.06,5.24,84.56,9,1,7.81,clear sky
341,Bonavista,CA,48.65,-53.11,39.2,93,100,1.14,overcast clouds
342,Turukhansk,RU,65.82,87.98,26.98,97,100,11.61,snow
343,Loralai,PK,30.37,68.60,66.94,33,100,1.99,overcast clouds
344,Acajutla,SV,13.59,-89.83,89.6,33,0,3.44,clear sky
345,Caxito,AO,-8.58,13.66,78.8,83,20,5.75,few clouds
346,Nalut,LY,30.33,10.85,76.19,19,94,6.98,overcast clouds
347,Goure,NE,13.98,10.27,82.99,8,0,7.0,clear sky
348,Belyy Yar,RU,53.60,91.39,26.6,80,25,2.24,scattered clouds
349,Pombia,IT,45.65,8.63,46.99,61,0,2.3,clear sky
350,Oyem,GA,1.60,11.58,69.26,96,67,1.74,light rain
351,Pontevedra,ES,42.43,-8.64,61.0,67,0,2.3,clear sky
352,Tarragona,ES,41.13,1.25,54.0,93,0,1.14,clear sky
353,Obo,CF,5.40,26.49,78.76,26,89,2.53,overcast clouds
354,La Rioja,ES,42.25,-2.50,46.4,57,0,8.05,clear sky
355,Mamallapuram,IN,12.63,80.17,82.4,83,40,3.44,mist
356,Port-Cartier,CA,50.03,-66.87,33.8,93,90,5.75,snow
357,Aripuana,BR,-9.17,-60.63,75.38,91,99,2.73,overcast clouds
358,Mizdah,LY,31.45,12.98,70.97,35,98,13.2,overcast clouds
359,Diapaga,BF,12.07,1.79,87.31,9,1,5.82,clear sky
360,Sistranda,NO,63.73,8.83,32.0,74,40,31.07,snow
361,Panzos,GT,15.40,-89.67,82.4,42,75,23.02,broken clouds
362,Novyy Urengoy,RU,66.08,76.63,31.32,91,100,10.0,overcast clouds
363,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,82.99,70,100,6.06,overcast clouds
364,Anamur,TR,36.08,32.84,51.8,93,0,5.75,clear sky
365,Eyrarbakki,IS,63.86,-21.15,18.0,62,40,13.8,scattered clouds
366,Ugoofaaru,MV,5.67,73.00,83.82,67,72,12.86,broken clouds
367,Senador Jose Porfirio,BR,-2.59,-51.95,77.67,89,87,2.42,overcast clouds
368,Nouakchott,MR,18.09,-15.98,75.2,64,75,17.27,broken clouds
369,Leshukonskoye,RU,64.90,45.76,28.81,91,92,8.84,overcast clouds
370,Vestmanna,FO,62.16,-7.17,24.8,58,40,40.29,light snow
371,Atbasar,KZ,51.80,68.33,31.84,96,100,1.28,overcast clouds
372,Willowmore,ZA,-33.29,23.49,61.0,75,12,3.58,few clouds
373,Nisia Floresta,BR,-6.09,-35.21,82.4,83,20,8.05,few clouds
374,Lasa,IT,46.62,10.70,51.8,64,0,5.75,clear sky
375,Ramsi,EE,58.31,25.54,39.2,65,10,17.27,clear sky
376,Valparaiso,CL,-33.04,-71.63,62.6,100,75,6.91,broken clouds
377,Krasne,UA,49.91,24.61,30.0,100,0,2.24,clear sky
378,Beziers,FR,43.35,3.22,55.99,71,0,3.44,clear sky
379,Aquiraz,BR,-3.90,-38.39,82.99,78,20,9.22,few clouds
380,Vilhena,BR,-12.74,-60.15,78.8,89,0,3.44,moderate rain
381,Guayaramerin,BO,-10.84,-65.36,75.09,95,80,5.03,light rain
382,The Valley,AI,18.22,-63.06,84.2,73,40,10.36,scattered clouds
383,Port-Gentil,GA,-0.72,8.78,82.4,89,20,9.22,light rain
384,Touros,BR,-5.20,-35.46,78.8,83,20,8.05,few clouds
385,Tashtagol,RU,52.77,87.89,25.7,92,1,3.65,clear sky
386,Roding,DE,49.20,12.52,39.99,69,25,2.93,scattered clouds
387,Corbelia,BR,-24.80,-53.31,80.6,47,0,6.91,clear sky
388,Vieux-Habitants,GP,16.06,-61.77,78.8,69,20,11.5,few clouds
389,Dvinskoy,RU,62.15,45.12,27.23,95,78,5.41,broken clouds
390,Verkhnyaya Inta,RU,65.98,60.31,14.18,98,100,3.69,overcast clouds
391,Liverpool,GB,53.41,-2.98,51.8,71,90,23.02,overcast clouds
392,Biskamzha,RU,53.45,89.53,25.93,94,2,3.27,clear sky
393,Vammala,FI,61.33,22.90,37.0,87,0,14.97,clear sky
394,Ovruch,UA,51.32,28.80,32.41,79,11,3.91,few clouds
395,Logrono,ES,42.47,-2.45,46.4,57,0,8.05,clear sky
396,Marzuq,YE,14.40,46.47,69.19,17,1,4.07,clear sky
397,Kumba,CM,4.64,9.45,75.76,88,76,1.32,broken clouds
398,Maniitsoq,GL,65.42,-52.90,30.25,97,100,11.79,snow
399,Bubanza,BI,-3.12,29.40,67.98,93,100,2.1,overcast clouds
400,Samoylovka,RU,51.18,43.71,36.3,80,96,5.44,overcast clouds
401,Vardo,NO,70.37,31.11,36.5,88,100,17.74,overcast clouds
402,Alnavar,IN,15.43,74.73,70.07,82,9,2.48,clear sky
403,Eregli,TR,37.51,34.05,55.42,49,73,5.55,broken clouds
404,Camaguey,CU,21.38,-77.92,77.0,47,40,19.57,scattered clouds
405,Salinopolis,BR,-0.61,-47.36,78.84,86,84,10.65,moderate rain
406,Epe,NG,6.58,3.98,80.82,85,5,6.51,clear sky
407,Teofilo Otoni,BR,-17.86,-41.51,70.23,93,81,2.26,broken clouds
408,Kedougou,SN,12.56,-12.17,95.0,28,0,2.51,clear sky
409,Bay Roberts,CA,47.60,-53.26,41.0,94,100,5.01,overcast clouds
410,Coquimbo,CL,-29.95,-71.34,64.4,63,20,8.05,few clouds
411,Baile Tusnad,RO,46.15,25.85,37.0,82,96,3.33,overcast clouds
412,Gornyatskiy,RU,48.29,40.96,38.77,93,100,5.08,light rain
413,Hejnice,CZ,50.88,15.18,34.0,82,28,4.85,scattered clouds
414,Dehloran,IR,32.69,47.27,65.5,31,0,6.98,clear sky
415,Manta,EC,-0.95,-80.73,82.4,74,75,5.75,broken clouds
416,Kushmurun,KZ,52.45,64.63,33.76,99,100,5.46,overcast clouds
417,Ambilobe,MG,-13.20,49.05,73.58,95,72,2.73,broken clouds
418,Yar-Sale,RU,66.83,70.83,32.16,98,100,6.35,light snow
419,Iguape,BR,-24.71,-47.56,72.21,83,9,8.79,clear sky
420,Velyka Bahachka,UA,49.79,33.72,41.4,73,90,1.48,overcast clouds
421,Kondinskoye,RU,59.65,67.41,32.65,98,100,8.66,snow
422,Mandera,KE,3.94,41.87,81.84,64,91,11.65,light rain
423,Glace Bay,CA,46.20,-59.96,39.99,100,90,21.85,moderate rain
424,Nigde,TR,37.83,34.75,42.64,76,63,7.07,broken clouds
425,Kuusamo,FI,65.97,29.18,35.6,87,90,10.36,overcast clouds
426,Chirala,IN,15.82,80.35,81.14,87,73,7.72,broken clouds
427,Marmande,FR,44.50,0.17,48.99,77,6,4.0,clear sky
428,Businga,CD,3.33,20.88,75.42,76,82,3.8,broken clouds
429,Pervomayskoye,RU,43.92,46.71,49.55,61,17,12.46,few clouds
430,Tazovskiy,RU,67.47,78.70,31.26,98,100,7.96,light snow
431,Grand-Lahou,CI,5.14,-5.02,79.09,87,58,7.18,broken clouds
432,Sierre,CH,46.29,7.54,46.4,57,0,4.61,clear sky
433,Beja,TN,36.73,9.18,60.8,82,40,2.3,scattered clouds
434,Sernur,RU,56.93,49.15,27.12,95,73,7.58,broken clouds
435,Puerto Ayacucho,VE,5.66,-67.62,75.29,93,100,11.83,overcast clouds
436,Aksarka,RU,66.56,67.80,28.98,98,100,5.93,light snow
437,Caravelas,BR,-17.71,-39.25,77.25,76,54,7.72,broken clouds
438,Inhambane,MZ,-23.86,35.38,68.68,74,0,5.37,clear sky
439,Krasnoyarskiy,RU,51.97,59.90,33.31,98,100,12.37,overcast clouds
440,Dawlatabad,AF,36.41,64.91,49.05,74,4,3.62,clear sky
441,Harper,LR,4.38,-7.72,78.94,87,38,4.68,light rain
442,Galle,LK,6.04,80.22,78.78,80,100,8.39,overcast clouds
443,Tournai,BE,50.61,3.39,41.0,89,26,9.06,scattered clouds
444,Cape Canaveral,US,28.41,-80.60,70.0,49,1,8.05,clear sky
445,Yarada,IN,17.65,83.27,80.19,82,28,1.99,scattered clouds
446,Acari,PE,-15.43,-74.62,77.92,68,100,5.79,overcast clouds
447,Takestan,IR,36.07,49.70,50.11,48,5,5.64,clear sky
448,Kuryk,KZ,43.20,51.65,48.67,82,1,9.35,clear sky
449,Kalangala,UG,-0.31,32.23,70.11,81,100,10.31,light rain
450,Lugovoy,KZ,42.95,72.76,44.96,80,100,7.25,overcast clouds
451,Durres,AL,41.32,19.44,39.2,81,0,2.3,clear sky
452,Groa,NO,62.65,8.72,30.2,69,20,18.41,light snow
453,Springbok,ZA,-29.66,17.89,63.32,67,0,1.99,clear sky
454,Bluefields,NI,12.01,-83.76,84.2,74,40,2.3,scattered clouds
455,Upata,VE,8.01,-62.40,75.67,81,100,6.06,overcast clouds
456,Eyemouth,GB,55.87,-2.09,43.0,77,68,5.99,broken clouds
457,Opuwo,NA,-18.06,13.84,73.8,44,19,5.73,few clouds
458,Bukama,CD,-9.20,25.85,69.21,90,21,2.71,few clouds
459,Krasnoselkup,RU,65.70,82.47,31.1,94,100,13.47,overcast clouds
460,Kolobrzeg,PL,54.18,15.58,42.01,82,99,22.46,overcast clouds
461,Robertsport,LR,6.75,-11.37,80.04,88,43,8.16,scattered clouds
462,Mutare,ZW,-18.97,32.67,59.79,97,29,2.33,scattered clouds
463,Vila Velha,BR,-20.33,-40.29,77.0,73,40,6.91,scattered clouds
464,Tessalit,ML,20.20,1.01,83.03,7,0,7.65,clear sky
465,Oranjemund,NA,-28.55,16.43,62.15,95,25,5.91,scattered clouds
466,Sandur,IN,15.10,76.55,76.84,61,13,6.49,few clouds
467,Nizwa,OM,22.93,57.53,80.37,22,4,6.17,clear sky
468,Loubomo,CG,-4.20,12.67,72.43,95,99,2.28,overcast clouds
469,Nurota,UZ,40.56,65.69,42.8,81,40,9.22,scattered clouds
470,Gweta,BW,-20.18,25.23,76.19,43,5,8.21,clear sky
471,Mazamari,PE,-11.33,-74.53,78.21,78,70,0.36,broken clouds
472,Antigonish,CA,45.62,-62.00,39.0,97,100,12.26,overcast clouds
473,Imbituba,BR,-28.24,-48.67,73.4,73,40,8.05,scattered clouds
474,Sultanpur,IN,26.27,82.07,75.65,8,29,4.83,scattered clouds
475,Lagos,NG,6.58,3.75,86.0,79,20,11.5,few clouds
476,Budogoshch,RU,59.28,32.47,34.81,92,90,11.95,overcast clouds
477,Ampanihy,MG,-24.70,44.75,67.19,83,15,6.51,few clouds
478,Luza,RU,60.63,47.25,23.31,96,39,4.07,light snow
479,Limoges,FR,45.75,1.33,48.2,46,0,5.75,clear sky
480,Angoche,MZ,-16.23,39.91,76.19,87,12,8.12,light rain
481,Neuquen,AR,-38.95,-68.06,87.8,35,20,5.75,few clouds
482,Moissala,TD,8.34,17.77,85.75,23,16,4.47,few clouds
483,Santa Helena,BR,-2.23,-45.30,75.58,93,100,2.64,light rain
484,Caldas Novas,BR,-17.74,-48.62,73.81,71,65,3.27,broken clouds
485,Buenaventura,CO,3.88,-77.03,79.45,88,100,2.13,overcast clouds
486,Phalaborwa,ZA,-23.94,31.14,68.0,83,0,1.14,clear sky
487,Bulz,RO,46.92,22.68,36.0,64,50,4.61,scattered clouds
488,Dunmore Town,BS,25.50,-76.65,68.77,62,97,19.22,overcast clouds
489,Lodwar,KE,3.12,35.60,84.87,51,100,5.7,light rain
490,Aasiaat,GL,68.71,-52.87,18.88,74,100,6.8,light snow
491,Birecik,TR,37.03,37.99,46.4,66,0,2.59,clear sky
492,Slonim,BY,53.09,25.32,33.8,75,64,8.75,broken clouds
493,Rio Gallegos,AR,-51.62,-69.22,48.2,61,40,13.8,scattered clouds
494,San Pedro,PH,14.35,121.02,81.0,78,20,4.61,few clouds
495,Rudbar,AF,30.15,62.60,69.08,20,100,12.44,overcast clouds
496,Mindelo,CV,16.89,-24.98,71.6,73,20,25.32,few clouds
497,Phalodi,IN,27.13,72.37,81.48,22,49,15.12,scattered clouds
498,Volsk,RU,52.03,47.38,27.12,95,46,3.51,scattered clouds
499,Strzelce Krajenskie,PL,52.88,15.53,43.0,75,39,7.0,scattered clouds
500,Miraflores,MX,19.22,-98.81,78.8,4,20,10.36,few clouds
501,Severnyy,RU,50.68,36.55,35.6,93,0,6.71,clear sky
502,Cavalcante,BR,-13.80,-47.46,74.23,72,69,3.2,broken clouds
503,Balkanabat,TM,39.51,54.37,56.86,49,0,3.62,clear sky
504,Sakakah,SA,29.97,40.21,60.8,16,0,3.44,clear sky
505,Recife,BR,-8.05,-34.88,80.6,74,75,5.75,broken clouds
506,Magole,TZ,-6.37,37.37,73.4,94,40,1.68,light rain
507,Bom Jesus,BR,-9.07,-44.36,87.28,37,85,3.13,overcast clouds
508,Altay,CN,47.87,88.12,36.43,36,8,9.95,clear sky
509,Topalu,RO,44.55,28.05,43.0,93,40,4.61,scattered clouds
510,At-Bashi,KG,41.17,75.81,31.93,75,100,1.12,overcast clouds
511,Richards Bay,ZA,-28.78,32.04,64.58,81,0,4.09,clear sky
512,Nova Londrina,BR,-22.77,-52.98,74.48,61,100,7.02,overcast clouds
513,Cetate,RO,44.10,23.05,41.0,94,45,8.39,scattered clouds
514,Antalaha,MG,-14.90,50.28,75.13,90,71,4.38,broken clouds
515,Nicoya,CR,10.15,-85.45,91.4,35,0,23.02,clear sky
516,Saint-Leu,RE,-21.15,55.28,78.8,78,0,4.61,clear sky
517,Sabzevar,IR,36.21,57.68,50.7,50,0,8.66,clear sky
518,Shabo,UA,46.13,30.39,41.0,93,100,5.66,overcast clouds
519,Sorland,NO,67.67,12.69,36.07,57,100,21.43,overcast clouds
520,Porto Empedocle,IT,37.29,13.53,55.0,84,77,1.01,broken clouds
521,Nchelenge,ZM,-9.35,28.73,68.99,88,63,6.96,light rain
522,Ostrovnoy,RU,68.05,39.51,32.9,91,100,15.99,overcast clouds
523,Petkovci,BA,44.45,19.08,33.8,100,20,2.3,few clouds
524,Asyut,EG,27.18,31.18,64.4,42,0,11.5,clear sky
525,Lethem,GY,3.38,-59.80,87.8,66,20,11.5,moderate rain
526,Conway,US,35.09,-92.44,77.0,31,1,5.75,clear sky
527,Carpi,IT,44.78,10.88,45.0,59,15,6.2,few clouds
528,Zeerust,ZA,-25.54,26.08,60.8,82,0,6.91,clear sky
529,Margate,GB,51.38,1.39,46.99,70,23,1.99,few clouds
530,Ouadda,CF,8.08,22.40,80.8,15,87,7.85,overcast clouds
531,Adre,TD,13.47,22.20,78.85,13,61,14.43,broken clouds
532,Cabedelo,BR,-6.98,-34.83,80.6,89,40,6.91,scattered clouds
533,Normandin,CA,48.83,-72.53,44.6,36,100,2.3,overcast clouds
534,Greeneville,US,36.16,-82.83,68.0,24,1,5.75,clear sky
535,Stokmarknes,NO,68.56,14.91,32.0,77,98,8.99,overcast clouds
536,Bafq,IR,31.61,55.41,57.88,19,0,4.21,clear sky
537,Saint-Joseph,RE,-21.37,55.62,77.0,78,0,5.75,clear sky
538,Norrtalje,SE,59.76,18.70,45.0,70,75,29.93,broken clouds
539,Torit,SS,4.41,32.57,76.82,55,85,4.65,overcast clouds
540,Kulhudhuffushi,MV,6.62,73.07,82.69,70,25,12.46,scattered clouds
541,Karla,EE,59.37,24.93,37.99,87,90,24.16,overcast clouds
542,Marienburg,PL,54.04,19.03,41.0,75,67,11.41,broken clouds
543,Puri,IN,19.80,85.85,78.6,88,6,4.07,clear sky
544,Mapiripan,CO,2.89,-72.13,76.24,93,87,3.2,moderate rain
545,Araouane,ML,18.90,-3.53,83.91,7,60,1.59,broken clouds
546,Panaba,MX,21.28,-88.27,81.68,41,46,18.01,scattered clouds
547,Macamic,CA,48.75,-79.00,51.8,37,20,5.75,few clouds
548,Chapada Dos Guimaraes,BR,-15.46,-55.75,73.4,94,75,4.61,broken clouds
549,Havre-Saint-Pierre,CA,50.23,-63.60,39.2,100,90,10.36,overcast clouds
550,Waw,SS,7.70,28.00,83.55,21,65,4.52,broken clouds
551,Beisfjord,NO,68.38,17.60,28.4,86,40,2.3,scattered clouds
552,Lora Del Rio,ES,37.66,-5.53,61.0,88,0,10.36,clear sky
553,Yafran,LY,32.06,12.53,71.02,27,98,8.55,overcast clouds
554,Manjacaze,MZ,-24.71,33.88,65.41,80,0,3.33,clear sky
555,Dera Bugti,PK,29.03,69.15,79.74,10,73,5.77,broken clouds
556,Oswego,US,43.45,-76.15,52.0,43,1,8.05,clear sky
557,Cascais,PT,38.70,-9.42,57.99,76,0,8.99,clear sky
558,Kilindoni,TZ,-7.91,39.67,80.91,78,46,10.89,moderate rain
559,Icod De Los Vinos,ES,28.37,-16.71,62.01,78,1,5.86,clear sky
560,Albany,US,42.60,-73.97,57.99,46,43,1.99,scattered clouds
561,Pangody,RU,65.85,74.49,31.55,92,100,10.54,overcast clouds
562,Mamanguape,BR,-6.84,-35.13,80.6,89,40,6.91,scattered clouds
563,Umm Kaddadah,SD,13.60,26.69,74.79,10,46,13.47,scattered clouds
564,Morondava,MG,-20.28,44.28,76.73,81,28,8.21,scattered clouds
565,Crixas,BR,-14.55,-49.97,76.71,77,51,6.22,broken clouds
566,Pavilosta,LV,56.89,21.19,41.0,93,90,21.85,overcast clouds
567,Muli,MV,2.92,73.57,83.55,75,50,14.41,scattered clouds
568,Casimiro De Abreu,BR,-22.48,-42.20,78.8,83,40,6.91,scattered clouds
569,Kalabo,ZM,-14.97,22.68,66.79,57,4,6.26,clear sky
570,Port Blair,IN,11.67,92.75,79.09,80,17,3.4,few clouds
571,Fort Beaufort,ZA,-32.77,26.63,57.29,79,4,3.69,clear sky
572,Jardim,BR,-21.48,-56.14,86.72,33,99,1.77,overcast clouds
573,Salur,IN,18.53,83.22,78.03,82,11,0.98,few clouds
574,Dzaoudzi,YT,-12.79,45.27,82.4,83,20,9.22,few clouds
575,Svetlogorsk,BY,52.63,29.73,32.5,77,29,6.26,scattered clouds
576,Guane,CU,22.20,-84.09,80.19,40,14,12.3,few clouds
577,Gornyak,RU,50.99,81.47,22.23,86,1,6.29,clear sky
578,Chor,PK,25.52,69.77,81.54,35,1,13.78,clear sky
579,Stephenville,US,32.22,-98.20,69.8,56,90,8.05,overcast clouds
580,Kisoro,UG,-1.29,29.68,66.2,77,75,6.91,light rain
581,Golakganj,IN,26.10,89.83,71.94,37,3,3.33,clear sky
582,Laguna,US,38.42,-121.42,69.01,42,1,8.05,clear sky
583,Scarborough,GB,54.28,-0.40,46.0,75,100,5.99,overcast clouds
584,Jataizinho,BR,-23.25,-50.98,78.8,53,20,5.75,few clouds
585,Riyadh,SA,24.69,46.72,68.0,19,0,6.91,clear sky
586,Maltahohe,NA,-24.83,16.98,78.35,30,98,10.29,overcast clouds
587,Mezen,RU,65.85,44.24,30.83,94,100,11.72,overcast clouds
588,Sioux Lookout,CA,50.10,-91.92,55.4,28,75,8.05,broken clouds
589,Malaryta,BY,51.79,24.07,34.09,72,22,8.28,few clouds
590,Kisangani,CD,0.52,25.20,72.73,86,100,3.04,overcast clouds
591,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,79.32,90,94,2.08,overcast clouds
592,Skelleftea,SE,64.75,20.95,37.0,87,75,9.22,broken clouds
593,Khokhryaki,RU,56.92,53.32,32.0,87,99,1.99,overcast clouds
594,Qasigiannguit,GL,68.82,-51.19,19.4,68,75,5.75,broken clouds
595,Aleksandrov Gay,RU,50.15,48.57,36.07,70,100,3.04,overcast clouds
596,Huanta,PE,-12.93,-74.25,64.2,56,84,2.89,broken clouds
597,Maicao,CO,11.38,-72.24,85.37,53,100,15.41,overcast clouds
598,Boralday,KZ,43.36,76.86,48.2,87,90,4.47,overcast clouds
599,Georgiyevskoye,RU,58.73,45.02,22.87,96,39,3.78,scattered clouds
600,Sembe,CG,1.65,14.58,73.8,85,71,2.73,broken clouds
601,San Rafael,AR,-34.62,-68.33,77.43,43,100,10.31,light rain
602,Strezhevoy,RU,60.73,77.59,37.4,65,0,11.18,clear sky
603,Kifri,IQ,34.70,44.97,59.85,43,0,6.38,clear sky
604,Nainpur,IN,22.43,80.12,75.61,12,0,0.78,clear sky
605,Altoona,US,40.52,-78.39,64.4,19,1,20.71,clear sky
606,Hafizabad,PK,32.07,73.69,66.85,30,27,6.08,scattered clouds
607,Tunceli,TR,39.11,39.55,46.4,75,0,5.75,clear sky
608,San Pedro De Macoris,DO,18.46,-69.30,77.0,83,75,4.61,broken clouds
609,Duiwelskloof,ZA,-23.69,30.14,62.46,78,0,5.08,clear sky
610,Dharchula,IN,29.85,80.53,57.24,16,15,7.94,few clouds
611,Talavera,PH,15.62,120.93,77.0,78,75,2.3,broken clouds
612,Semnan,IR,35.57,53.40,53.87,39,0,4.5,clear sky
613,Montepuez,MZ,-13.13,39.00,68.09,99,68,4.32,broken clouds
614,West Bay,KY,19.37,-81.42,80.6,65,75,16.11,broken clouds
615,Maniwaki,CA,46.38,-75.97,53.6,32,82,9.22,broken clouds
616,Jasper,US,37.20,-94.35,75.2,41,1,10.36,clear sky
617,Umea,SE,63.83,20.26,36.0,93,90,6.91,light rain
618,Amapa,BR,1.00,-52.00,74.17,98,95,3.31,overcast clouds
619,Gandajika,CD,-6.75,23.95,67.8,95,100,2.39,light rain
620,Damghan,IR,36.17,54.35,51.24,39,73,2.95,broken clouds
621,Kodino,RU,63.72,39.64,33.04,97,100,9.8,light snow
622,Bani Walid,LY,31.76,13.99,68.16,49,100,10.94,overcast clouds
623,Otavi,NA,-19.65,17.33,69.62,49,24,4.0,few clouds
624,Sturgeon Bay,US,44.83,-87.38,55.4,41,1,12.66,clear sky
625,Savonlinna,FI,61.87,28.88,39.2,56,0,16.11,clear sky
626,Olden,NO,61.84,6.81,28.0,94,100,5.86,light snow
627,Sindhnur,IN,15.78,76.77,80.62,30,65,8.75,broken clouds
628,Pedasi,PA,7.53,-80.03,83.59,67,97,18.32,overcast clouds
629,Oblivskaya,RU,48.54,42.50,39.67,95,100,5.08,moderate rain
630,Bonthe,SL,7.53,-12.51,79.59,87,45,7.87,scattered clouds
631,Edd,ER,13.93,41.69,77.99,79,5,4.25,clear sky
632,Pasni,PK,25.26,63.47,78.57,85,1,5.93,clear sky
633,Rajapur,IN,25.38,81.15,79.74,7,0,2.46,clear sky
634,Huallanca,PE,-9.90,-76.94,53.74,70,99,4.72,light rain
635,Semirom,IR,31.42,51.57,39.56,41,0,3.78,clear sky
636,Skjervoy,NO,70.03,20.97,30.92,76,92,7.7,overcast clouds
637,Mbini,GQ,1.57,9.61,80.65,86,100,7.52,overcast clouds
638,Barra Da Estiva,BR,-13.63,-41.33,70.9,72,73,6.78,broken clouds
639,Aviles,ES,43.55,-5.92,48.0,87,20,6.91,few clouds
640,Bagaha,IN,27.10,84.08,69.04,8,3,4.5,clear sky
641,Domoni,KM,-12.26,44.53,80.26,85,76,6.4,broken clouds
642,Leh,IN,34.17,77.58,34.88,87,100,6.87,light snow
643,Huarmey,PE,-10.07,-78.15,74.68,73,33,8.55,scattered clouds
644,Malsch,DE,48.88,8.33,46.99,65,0,6.91,clear sky
645,Kjopsvik,NO,68.10,16.37,32.0,86,40,2.3,scattered clouds
646,Anloga,GH,5.79,0.90,84.2,84,40,12.66,scattered clouds
647,Gadsden,US,34.01,-86.01,73.4,25,1,5.75,clear sky
648,Paisley,GB,55.83,-4.43,42.01,70,90,21.85,overcast clouds
649,Baraki Barak,AF,33.97,68.95,45.23,81,79,3.27,broken clouds
650,Karauli,IN,26.50,77.02,79.7,9,70,2.82,broken clouds
651,Barao De Melgaco,BR,-16.19,-55.97,73.4,94,75,4.61,light rain
652,Benguela,AO,-12.58,13.41,80.2,83,99,4.88,overcast clouds
653,Owando,CG,-0.48,15.90,73.98,91,92,3.09,overcast clouds
654,Naklo Nad Notecia,PL,53.14,17.60,41.0,65,0,6.91,clear sky
655,Paducah,US,37.08,-88.60,73.4,27,1,5.75,clear sky
656,Inderka,RU,53.25,46.26,30.13,97,66,6.6,broken clouds
657,Kemijarvi,FI,66.71,27.43,33.8,93,100,10.89,overcast clouds
658,Albesti,RO,47.70,27.07,36.0,75,0,8.05,light snow
659,Boende,CD,-0.22,20.87,73.69,91,100,3.47,overcast clouds
660,Henderson,US,36.04,-114.98,90.0,5,1,16.11,clear sky
661,Malartic,CA,48.13,-78.13,46.4,53,20,8.05,few clouds
662,Puerto Leguizamo,CO,-0.19,-74.78,72.28,98,100,2.73,overcast clouds
663,Prainha,BR,-1.80,-53.48,77.56,86,83,3.13,broken clouds
664,Fershampenuaz,RU,53.52,59.81,33.58,98,100,12.82,overcast clouds
665,Naberera,TZ,-4.20,36.93,63.05,90,97,9.19,overcast clouds
666,Brandfort,ZA,-28.70,26.46,57.2,72,0,3.44,clear sky
667,Mabaruma,GY,8.20,-59.78,73.69,97,100,1.77,overcast clouds
668,Oussouye,SN,12.48,-16.55,75.2,94,0,6.08,clear sky
669,Stornoway,GB,58.21,-6.39,33.8,64,75,26.46,light snow
670,Maturin,VE,9.75,-63.18,84.11,55,96,9.6,overcast clouds
671,Kyabe,TD,9.45,18.94,88.27,14,21,5.21,few clouds
672,Aljezur,PT,37.32,-8.80,56.16,94,4,5.97,clear sky
673,Kudahuvadhoo,MV,2.67,72.89,83.23,74,8,14.41,clear sky
674,Tashtyp,RU,52.79,89.90,29.48,95,30,0.6,scattered clouds
675,Suoyarvi,RU,62.08,32.35,33.28,83,95,13.67,overcast clouds
676,Gien,FR,47.69,2.63,43.0,68,6,1.9,clear sky
677,Elbrus,RU,43.26,42.64,30.22,95,100,7.58,light snow
678,Antofagasta,CL,-23.65,-70.40,68.0,68,0,11.5,clear sky
679,Tempio Pausania,IT,40.90,9.10,46.4,87,0,1.14,clear sky
680,Cordoba,AR,-31.41,-64.18,78.01,64,0,6.91,clear sky
